+----------------------------------------------------------+
| QUEUE Pracovníci                                        |
+----------------------------------------------------------+
|  Time interval = 0 - 525600                              |
|  Incoming  52550                                         |
|  Outcoming  52550                                        |
|  Current length = 0                                      |
|  Maximal length = 2                                      |
|  Average length = 0.534928                               |
|  Minimal time = 0                                        |
|  Maximal time = 193.627                                  |
|  Average time = 5.3503                                   |
|  Standard deviation = 25.9641                            |
+----------------------------------------------------------+
+----------------------------------------------------------+
| HISTOGRAM Počet zasazených semínek v jednotlivých dnech |
+----------------------------------------------------------+
| STATISTIC                                                |
+----------------------------------------------------------+
|  Min = 10.246                  Max = 334180              |
|  Number of records = 99990                               |
|  Average value = 184772                                  |
|  Standard deviation = 97200.3                            |
+----------------------------------------------------------+
|    from    |     to     |     n    |   rel    |   sum    |
| 456480.000 | 457920.000 |        0 | 0.000000 | 1.000000 |
| 457920.000 | 459360.000 |        0 | 0.000000 | 1.000000 |
| 459360.000 | 460800.000 |        0 | 0.000000 | 1.000000 |
| 460800.000 | 462240.000 |        0 | 0.000000 | 1.000000 |
| 462240.000 | 463680.000 |        0 | 0.000000 | 1.000000 |
| 463680.000 | 465120.000 |        0 | 0.000000 | 1.000000 |
| 465120.000 | 466560.000 |        0 | 0.000000 | 1.000000 |
| 466560.000 | 468000.000 |        0 | 0.000000 | 1.000000 |
| 468000.000 | 469440.000 |        0 | 0.000000 | 1.000000 |
| 469440.000 | 470880.000 |        0 | 0.000000 | 1.000000 |
| 470880.000 | 472320.000 |        0 | 0.000000 | 1.000000 |
| 472320.000 | 473760.000 |        0 | 0.000000 | 1.000000 |
| 473760.000 | 475200.000 |        0 | 0.000000 | 1.000000 |
| 475200.000 | 476640.000 |        0 | 0.000000 | 1.000000 |
| 476640.000 | 478080.000 |        0 | 0.000000 | 1.000000 |
| 478080.000 | 479520.000 |        0 | 0.000000 | 1.000000 |
| 479520.000 | 480960.000 |        0 | 0.000000 | 1.000000 |
| 480960.000 | 482400.000 |        0 | 0.000000 | 1.000000 |
| 482400.000 | 483840.000 |        0 | 0.000000 | 1.000000 |
| 483840.000 | 485280.000 |        0 | 0.000000 | 1.000000 |
| 485280.000 | 486720.000 |        0 | 0.000000 | 1.000000 |
| 486720.000 | 488160.000 |        0 | 0.000000 | 1.000000 |
| 488160.000 | 489600.000 |        0 | 0.000000 | 1.000000 |
| 489600.000 | 491040.000 |        0 | 0.000000 | 1.000000 |
| 491040.000 | 492480.000 |        0 | 0.000000 | 1.000000 |
| 492480.000 | 493920.000 |        0 | 0.000000 | 1.000000 |
| 493920.000 | 495360.000 |        0 | 0.000000 | 1.000000 |
| 495360.000 | 496800.000 |        0 | 0.000000 | 1.000000 |
| 496800.000 | 498240.000 |        0 | 0.000000 | 1.000000 |
| 498240.000 | 499680.000 |        0 | 0.000000 | 1.000000 |
| 499680.000 | 501120.000 |        0 | 0.000000 | 1.000000 |
| 501120.000 | 502560.000 |        0 | 0.000000 | 1.000000 |
| 502560.000 | 504000.000 |        0 | 0.000000 | 1.000000 |
| 504000.000 | 505440.000 |        0 | 0.000000 | 1.000000 |
| 505440.000 | 506880.000 |        0 | 0.000000 | 1.000000 |
| 506880.000 | 508320.000 |        0 | 0.000000 | 1.000000 |
| 508320.000 | 509760.000 |        0 | 0.000000 | 1.000000 |
| 509760.000 | 511200.000 |        0 | 0.000000 | 1.000000 |
| 511200.000 | 512640.000 |        0 | 0.000000 | 1.000000 |
| 512640.000 | 514080.000 |        0 | 0.000000 | 1.000000 |
| 514080.000 | 515520.000 |        0 | 0.000000 | 1.000000 |
| 515520.000 | 516960.000 |        0 | 0.000000 | 1.000000 |
| 516960.000 | 518400.000 |        0 | 0.000000 | 1.000000 |
| 518400.000 | 519840.000 |        0 | 0.000000 | 1.000000 |
| 519840.000 | 521280.000 |        0 | 0.000000 | 1.000000 |
| 521280.000 | 522720.000 |        0 | 0.000000 | 1.000000 |
| 522720.000 | 524160.000 |        0 | 0.000000 | 1.000000 |
| 524160.000 | 525600.000 |        0 | 0.000000 | 1.000000 |
+------------+------------+----------+----------+----------+

+----------------------------------------------------------+
| HISTOGRAM Počet přesazených salátů v jednotlivých dnech |
+----------------------------------------------------------+
| STATISTIC                                                |
+----------------------------------------------------------+
|  Min = 7583.63                 Max = 524356              |
|  Number of records = 53829                               |
|  Average value = 256775                                  |
|  Standard deviation = 152239                             |
+----------------------------------------------------------+
|    from    |     to     |     n    |   rel    |   sum    |
+------------+------------+----------+----------+----------+
|      0.000 |   1440.000 |        0 | 0.000000 | 0.000000 |
|   1440.000 |   2880.000 |        0 | 0.000000 | 0.000000 |
|   2880.000 |   4320.000 |        0 | 0.000000 | 0.000000 |
|   4320.000 |   5760.000 |        0 | 0.000000 | 0.000000 |
|   5760.000 |   7200.000 |        0 | 0.000000 | 0.000000 |
|   7200.000 |   8640.000 |        8 | 0.000149 | 0.000149 |
|   8640.000 |  10080.000 |      984 | 0.018280 | 0.018429 |
|  10080.000 |  11520.000 |     1495 | 0.027773 | 0.046202 |
|  11520.000 |  12960.000 |     1062 | 0.019729 | 0.065931 |
|  12960.000 |  14400.000 |       30 | 0.000557 | 0.066488 |
|  14400.000 |  15840.000 |        0 | 0.000000 | 0.066488 |
|  15840.000 |  17280.000 |        0 | 0.000000 | 0.066488 |
|  17280.000 |  18720.000 |        0 | 0.000000 | 0.066488 |
|  18720.000 |  20160.000 |        0 | 0.000000 | 0.066488 |
|  20160.000 |  21600.000 |        0 | 0.000000 | 0.066488 |
|  21600.000 |  23040.000 |        0 | 0.000000 | 0.066488 |
|  23040.000 |  24480.000 |        0 | 0.000000 | 0.066488 |
|  24480.000 |  25920.000 |        0 | 0.000000 | 0.066488 |
|  25920.000 |  27360.000 |        0 | 0.000000 | 0.066488 |
|  27360.000 |  28800.000 |        0 | 0.000000 | 0.066488 |
|  28800.000 |  30240.000 |        0 | 0.000000 | 0.066488 |
|  30240.000 |  31680.000 |        0 | 0.000000 | 0.066488 |
|  31680.000 |  33120.000 |        0 | 0.000000 | 0.066488 |
|  33120.000 |  34560.000 |        0 | 0.000000 | 0.066488 |
|  34560.000 |  36000.000 |        0 | 0.000000 | 0.066488 |
|  36000.000 |  37440.000 |        0 | 0.000000 | 0.066488 |
|  37440.000 |  38880.000 |        0 | 0.000000 | 0.066488 |
|  38880.000 |  40320.000 |        0 | 0.000000 | 0.066488 |
|  40320.000 |  41760.000 |      120 | 0.002229 | 0.068718 |
|  41760.000 |  43200.000 |      270 | 0.005016 | 0.073733 |
|  43200.000 |  44640.000 |      630 | 0.011704 | 0.085437 |
|  44640.000 |  46080.000 |      840 | 0.015605 | 0.101042 |
|  46080.000 |  47520.000 |      810 | 0.015048 | 0.116090 |
|  47520.000 |  48960.000 |      540 | 0.010032 | 0.126122 |
|  48960.000 |  50400.000 |      240 | 0.004459 | 0.130580 |
|  50400.000 |  51840.000 |       90 | 0.001672 | 0.132252 |
|  51840.000 |  53280.000 |       30 | 0.000557 | 0.132809 |
|  53280.000 |  54720.000 |        0 | 0.000000 | 0.132809 |
|  54720.000 |  56160.000 |        0 | 0.000000 | 0.132809 |
|  56160.000 |  57600.000 |        0 | 0.000000 | 0.132809 |
|  57600.000 |  59040.000 |        0 | 0.000000 | 0.132809 |
|  59040.000 |  60480.000 |        0 | 0.000000 | 0.132809 |
|  60480.000 |  61920.000 |        0 | 0.000000 | 0.132809 |
|  61920.000 |  63360.000 |        0 | 0.000000 | 0.132809 |
|  63360.000 |  64800.000 |        0 | 0.000000 | 0.132809 |
|  64800.000 |  66240.000 |        0 | 0.000000 | 0.132809 |
|  66240.000 |  67680.000 |        0 | 0.000000 | 0.132809 |
|  67680.000 |  69120.000 |        0 | 0.000000 | 0.132809 |
|  69120.000 |  70560.000 |        0 | 0.000000 | 0.132809 |
|  70560.000 |  72000.000 |        0 | 0.000000 | 0.132809 |
|  72000.000 |  73440.000 |        0 | 0.000000 | 0.132809 |
|  73440.000 |  74880.000 |       60 | 0.001115 | 0.133924 |
|  74880.000 |  76320.000 |      150 | 0.002787 | 0.136711 |
|  76320.000 |  77760.000 |      300 | 0.005573 | 0.142284 |
|  77760.000 |  79200.000 |      510 | 0.009474 | 0.151758 |
|  79200.000 |  80640.000 |      630 | 0.011704 | 0.163462 |
|  80640.000 |  82080.000 |      660 | 0.012261 | 0.175723 |
|  82080.000 |  83520.000 |      540 | 0.010032 | 0.185755 |
|  83520.000 |  84960.000 |      390 | 0.007245 | 0.193000 |
|  84960.000 |  86400.000 |      180 | 0.003344 | 0.196344 |
|  86400.000 |  87840.000 |       90 | 0.001672 | 0.198016 |
|  87840.000 |  89280.000 |       30 | 0.000557 | 0.198573 |
|  89280.000 |  90720.000 |       30 | 0.000557 | 0.199131 |
|  90720.000 |  92160.000 |        0 | 0.000000 | 0.199131 |
|  92160.000 |  93600.000 |        0 | 0.000000 | 0.199131 |
|  93600.000 |  95040.000 |        0 | 0.000000 | 0.199131 |
|  95040.000 |  96480.000 |        0 | 0.000000 | 0.199131 |
|  96480.000 |  97920.000 |        0 | 0.000000 | 0.199131 |
|  97920.000 |  99360.000 |        0 | 0.000000 | 0.199131 |
|  99360.000 | 100800.000 |        0 | 0.000000 | 0.199131 |
| 100800.000 | 102240.000 |        0 | 0.000000 | 0.199131 |
| 102240.000 | 103680.000 |        0 | 0.000000 | 0.199131 |
| 103680.000 | 105120.000 |        0 | 0.000000 | 0.199131 |
| 105120.000 | 106560.000 |        0 | 0.000000 | 0.199131 |
| 106560.000 | 108000.000 |       30 | 0.000557 | 0.199688 |
| 108000.000 | 109440.000 |       60 | 0.001115 | 0.200803 |
| 109440.000 | 110880.000 |      180 | 0.003344 | 0.204146 |
| 110880.000 | 112320.000 |      300 | 0.005573 | 0.209720 |
| 112320.000 | 113760.000 |      420 | 0.007802 | 0.217522 |
| 113760.000 | 115200.000 |      510 | 0.009474 | 0.226997 |
| 115200.000 | 116640.000 |      540 | 0.010032 | 0.237028 |
| 116640.000 | 118080.000 |      540 | 0.010032 | 0.247060 |
| 118080.000 | 119520.000 |      420 | 0.007802 | 0.254863 |
| 119520.000 | 120960.000 |      270 | 0.005016 | 0.259879 |
| 120960.000 | 122400.000 |      150 | 0.002787 | 0.262665 |
| 122400.000 | 123840.000 |       60 | 0.001115 | 0.263780 |
| 123840.000 | 125280.000 |       60 | 0.001115 | 0.264894 |
| 125280.000 | 126720.000 |       30 | 0.000557 | 0.265452 |
| 126720.000 | 128160.000 |        0 | 0.000000 | 0.265452 |
| 128160.000 | 129600.000 |        0 | 0.000000 | 0.265452 |
| 129600.000 | 131040.000 |        0 | 0.000000 | 0.265452 |
| 131040.000 | 132480.000 |        0 | 0.000000 | 0.265452 |
| 132480.000 | 133920.000 |        0 | 0.000000 | 0.265452 |
| 133920.000 | 135360.000 |        0 | 0.000000 | 0.265452 |
| 135360.000 | 136800.000 |        0 | 0.000000 | 0.265452 |
| 136800.000 | 138240.000 |        0 | 0.000000 | 0.265452 |
| 138240.000 | 139680.000 |        0 | 0.000000 | 0.265452 |
| 139680.000 | 141120.000 |       30 | 0.000557 | 0.266009 |
| 141120.000 | 142560.000 |       30 | 0.000557 | 0.266566 |
| 142560.000 | 144000.000 |      120 | 0.002229 | 0.268796 |
| 144000.000 | 145440.000 |      150 | 0.002787 | 0.271582 |
| 145440.000 | 146880.000 |      240 | 0.004459 | 0.276041 |
| 146880.000 | 148320.000 |      360 | 0.006688 | 0.282729 |
| 148320.000 | 149760.000 |      420 | 0.007802 | 0.290531 |
| 149760.000 | 151200.000 |      540 | 0.010032 | 0.300563 |
| 151200.000 | 152640.000 |      450 | 0.008360 | 0.308923 |
| 152640.000 | 154080.000 |      420 | 0.007802 | 0.316725 |
| 154080.000 | 155520.000 |      300 | 0.005573 | 0.322298 |
| 155520.000 | 156960.000 |      240 | 0.004459 | 0.326757 |
| 156960.000 | 158400.000 |      120 | 0.002229 | 0.328986 |
| 158400.000 | 159840.000 |       90 | 0.001672 | 0.330658 |
| 159840.000 | 161280.000 |       30 | 0.000557 | 0.331216 |
| 161280.000 | 162720.000 |       30 | 0.000557 | 0.331773 |
| 162720.000 | 164160.000 |        0 | 0.000000 | 0.331773 |
| 164160.000 | 165600.000 |        0 | 0.000000 | 0.331773 |
| 165600.000 | 167040.000 |        0 | 0.000000 | 0.331773 |
| 167040.000 | 168480.000 |        0 | 0.000000 | 0.331773 |
| 168480.000 | 169920.000 |        0 | 0.000000 | 0.331773 |
| 169920.000 | 171360.000 |        0 | 0.000000 | 0.331773 |
| 171360.000 | 172800.000 |        0 | 0.000000 | 0.331773 |
| 172800.000 | 174240.000 |        0 | 0.000000 | 0.331773 |
| 174240.000 | 175680.000 |       30 | 0.000557 | 0.332330 |
| 175680.000 | 177120.000 |       60 | 0.001115 | 0.333445 |
| 177120.000 | 178560.000 |       90 | 0.001672 | 0.335117 |
| 178560.000 | 180000.000 |      180 | 0.003344 | 0.338461 |
| 180000.000 | 181440.000 |      210 | 0.003901 | 0.342362 |
| 181440.000 | 182880.000 |      300 | 0.005573 | 0.347935 |
| 182880.000 | 184320.000 |      390 | 0.007245 | 0.355180 |
| 184320.000 | 185760.000 |      510 | 0.009474 | 0.364655 |
| 185760.000 | 187200.000 |      420 | 0.007802 | 0.372457 |
| 187200.000 | 188640.000 |      390 | 0.007245 | 0.379702 |
| 188640.000 | 190080.000 |      300 | 0.005573 | 0.385276 |
| 190080.000 | 191520.000 |      270 | 0.005016 | 0.390291 |
| 191520.000 | 192960.000 |      180 | 0.003344 | 0.393635 |
| 192960.000 | 194400.000 |       90 | 0.001672 | 0.395307 |
| 194400.000 | 195840.000 |       90 | 0.001672 | 0.396979 |
| 195840.000 | 197280.000 |       30 | 0.000557 | 0.397537 |
| 197280.000 | 198720.000 |       30 | 0.000557 | 0.398094 |
| 198720.000 | 200160.000 |        0 | 0.000000 | 0.398094 |
| 200160.000 | 201600.000 |        0 | 0.000000 | 0.398094 |
| 201600.000 | 203040.000 |        0 | 0.000000 | 0.398094 |
| 203040.000 | 204480.000 |        0 | 0.000000 | 0.398094 |
| 204480.000 | 205920.000 |        0 | 0.000000 | 0.398094 |
| 205920.000 | 207360.000 |        0 | 0.000000 | 0.398094 |
| 207360.000 | 208800.000 |       30 | 0.000557 | 0.398651 |
| 208800.000 | 210240.000 |       30 | 0.000557 | 0.399209 |
| 210240.000 | 211680.000 |       30 | 0.000557 | 0.399766 |
| 211680.000 | 213120.000 |      120 | 0.002229 | 0.401995 |
| 213120.000 | 214560.000 |      150 | 0.002787 | 0.404782 |
| 214560.000 | 216000.000 |      210 | 0.003901 | 0.408683 |
| 216000.000 | 217440.000 |      270 | 0.005016 | 0.413699 |
| 217440.000 | 218880.000 |      360 | 0.006688 | 0.420387 |
| 218880.000 | 220320.000 |      420 | 0.007802 | 0.428189 |
| 220320.000 | 221760.000 |      420 | 0.007802 | 0.435992 |
| 221760.000 | 223200.000 |      360 | 0.006688 | 0.442680 |
| 223200.000 | 224640.000 |      330 | 0.006131 | 0.448810 |
| 224640.000 | 226080.000 |      270 | 0.005016 | 0.453826 |
| 226080.000 | 227520.000 |      210 | 0.003901 | 0.457727 |
| 227520.000 | 228960.000 |      150 | 0.002787 | 0.460514 |
| 228960.000 | 230400.000 |       90 | 0.001672 | 0.462186 |
| 230400.000 | 231840.000 |       60 | 0.001115 | 0.463300 |
| 231840.000 | 233280.000 |       30 | 0.000557 | 0.463858 |
| 233280.000 | 234720.000 |        0 | 0.000000 | 0.463858 |
| 234720.000 | 236160.000 |       30 | 0.000557 | 0.464415 |
| 236160.000 | 237600.000 |        0 | 0.000000 | 0.464415 |
| 237600.000 | 239040.000 |        0 | 0.000000 | 0.464415 |
| 239040.000 | 240480.000 |        0 | 0.000000 | 0.464415 |
| 240480.000 | 241920.000 |        0 | 0.000000 | 0.464415 |
| 241920.000 | 243360.000 |       30 | 0.000557 | 0.464972 |
| 243360.000 | 244800.000 |       30 | 0.000557 | 0.465530 |
| 244800.000 | 246240.000 |       60 | 0.001115 | 0.466644 |
| 246240.000 | 247680.000 |       90 | 0.001672 | 0.468316 |
| 247680.000 | 249120.000 |      120 | 0.002229 | 0.470546 |
| 249120.000 | 250560.000 |      240 | 0.004459 | 0.475004 |
| 250560.000 | 252000.000 |      240 | 0.004459 | 0.479463 |
| 252000.000 | 253440.000 |      330 | 0.006131 | 0.485593 |
| 253440.000 | 254880.000 |      360 | 0.006688 | 0.492281 |
| 254880.000 | 256320.000 |      360 | 0.006688 | 0.498969 |
| 256320.000 | 257760.000 |      390 | 0.007245 | 0.506214 |
| 257760.000 | 259200.000 |      360 | 0.006688 | 0.512902 |
| 259200.000 | 260640.000 |      240 | 0.004459 | 0.517361 |
| 260640.000 | 262080.000 |      240 | 0.004459 | 0.521819 |
| 262080.000 | 263520.000 |      180 | 0.003344 | 0.525163 |
| 263520.000 | 264960.000 |      120 | 0.002229 | 0.527392 |
| 264960.000 | 266400.000 |       60 | 0.001115 | 0.528507 |
| 266400.000 | 267840.000 |       60 | 0.001115 | 0.529622 |
| 267840.000 | 269280.000 |       30 | 0.000557 | 0.530179 |
| 269280.000 | 270720.000 |        0 | 0.000000 | 0.530179 |
| 270720.000 | 272160.000 |       30 | 0.000557 | 0.530736 |
| 272160.000 | 273600.000 |        0 | 0.000000 | 0.530736 |
| 273600.000 | 275040.000 |        0 | 0.000000 | 0.530736 |
| 275040.000 | 276480.000 |        0 | 0.000000 | 0.530736 |
| 276480.000 | 277920.000 |       30 | 0.000557 | 0.531294 |
| 277920.000 | 279360.000 |       30 | 0.000557 | 0.531851 |
| 279360.000 | 280800.000 |       60 | 0.001115 | 0.532966 |
| 280800.000 | 282240.000 |       90 | 0.001672 | 0.534637 |
| 282240.000 | 283680.000 |      150 | 0.002787 | 0.537424 |
| 283680.000 | 285120.000 |      180 | 0.003344 | 0.540768 |
| 285120.000 | 286560.000 |      240 | 0.004459 | 0.545227 |
| 286560.000 | 288000.000 |      300 | 0.005573 | 0.550800 |
| 288000.000 | 289440.000 |      330 | 0.006131 | 0.556930 |
| 289440.000 | 290880.000 |      360 | 0.006688 | 0.563618 |
| 290880.000 | 292320.000 |      360 | 0.006688 | 0.570306 |
| 292320.000 | 293760.000 |      330 | 0.006131 | 0.576436 |
| 293760.000 | 295200.000 |      270 | 0.005016 | 0.581452 |
| 295200.000 | 296640.000 |      240 | 0.004459 | 0.585911 |
| 296640.000 | 298080.000 |      210 | 0.003901 | 0.589812 |
| 298080.000 | 299520.000 |      150 | 0.002787 | 0.592599 |
| 299520.000 | 300960.000 |       90 | 0.001672 | 0.594271 |
| 300960.000 | 302400.000 |       30 | 0.000557 | 0.594828 |
| 302400.000 | 303840.000 |       60 | 0.001115 | 0.595943 |
| 303840.000 | 305280.000 |       30 | 0.000557 | 0.596500 |
| 305280.000 | 306720.000 |        0 | 0.000000 | 0.596500 |
| 306720.000 | 308160.000 |       30 | 0.000557 | 0.597057 |
| 308160.000 | 309600.000 |        0 | 0.000000 | 0.597057 |
| 309600.000 | 311040.000 |        0 | 0.000000 | 0.597057 |
| 311040.000 | 312480.000 |       30 | 0.000557 | 0.597615 |
| 312480.000 | 313920.000 |       30 | 0.000557 | 0.598172 |
| 313920.000 | 315360.000 |       60 | 0.001115 | 0.599287 |
| 315360.000 | 316800.000 |       90 | 0.001672 | 0.600959 |
| 316800.000 | 318240.000 |      120 | 0.002229 | 0.603188 |
| 318240.000 | 319680.000 |      180 | 0.003344 | 0.606532 |
| 319680.000 | 321120.000 |      240 | 0.004459 | 0.610990 |
| 321120.000 | 322560.000 |      270 | 0.005016 | 0.616006 |
| 322560.000 | 324000.000 |      300 | 0.005573 | 0.621579 |
| 324000.000 | 325440.000 |      330 | 0.006131 | 0.627710 |
| 325440.000 | 326880.000 |      360 | 0.006688 | 0.634398 |
| 326880.000 | 328320.000 |      300 | 0.005573 | 0.639971 |
| 328320.000 | 329760.000 |      300 | 0.005573 | 0.645544 |
| 329760.000 | 331200.000 |      240 | 0.004459 | 0.650003 |
| 331200.000 | 332640.000 |      210 | 0.003901 | 0.653904 |
| 332640.000 | 334080.000 |      150 | 0.002787 | 0.656691 |
| 334080.000 | 335520.000 |      120 | 0.002229 | 0.658920 |
| 335520.000 | 336960.000 |       90 | 0.001672 | 0.660592 |
| 336960.000 | 338400.000 |       60 | 0.001115 | 0.661707 |
| 338400.000 | 339840.000 |       30 | 0.000557 | 0.662264 |
| 339840.000 | 341280.000 |       30 | 0.000557 | 0.662821 |
| 341280.000 | 342720.000 |        0 | 0.000000 | 0.662821 |
| 342720.000 | 344160.000 |       30 | 0.000557 | 0.663378 |
| 344160.000 | 345600.000 |        0 | 0.000000 | 0.663378 |
| 345600.000 | 347040.000 |       30 | 0.000557 | 0.663936 |
| 347040.000 | 348480.000 |       30 | 0.000557 | 0.664493 |
| 348480.000 | 349920.000 |       60 | 0.001115 | 0.665608 |
| 349920.000 | 351360.000 |       90 | 0.001672 | 0.667280 |
| 351360.000 | 352800.000 |      120 | 0.002229 | 0.669509 |
| 352800.000 | 354240.000 |      180 | 0.003344 | 0.672853 |
| 354240.000 | 355680.000 |      180 | 0.003344 | 0.676197 |
| 355680.000 | 357120.000 |      270 | 0.005016 | 0.681213 |
| 357120.000 | 358560.000 |      270 | 0.005016 | 0.686229 |
| 358560.000 | 360000.000 |      330 | 0.006131 | 0.692359 |
| 360000.000 | 361440.000 |      330 | 0.006131 | 0.698490 |
| 361440.000 | 362880.000 |      270 | 0.005016 | 0.703506 |
| 362880.000 | 364320.000 |      300 | 0.005573 | 0.709079 |
| 364320.000 | 365760.000 |      300 | 0.005573 | 0.714652 |
| 365760.000 | 367200.000 |      210 | 0.003901 | 0.718553 |
| 367200.000 | 368640.000 |      150 | 0.002787 | 0.721340 |
| 368640.000 | 370080.000 |      150 | 0.002787 | 0.724126 |
| 370080.000 | 371520.000 |       90 | 0.001672 | 0.725798 |
| 371520.000 | 372960.000 |       60 | 0.001115 | 0.726913 |
| 372960.000 | 374400.000 |       60 | 0.001115 | 0.728028 |
| 374400.000 | 375840.000 |       30 | 0.000557 | 0.728585 |
| 375840.000 | 377280.000 |       30 | 0.000557 | 0.729142 |
| 377280.000 | 378720.000 |        0 | 0.000000 | 0.729142 |
| 378720.000 | 380160.000 |       30 | 0.000557 | 0.729700 |
| 380160.000 | 381600.000 |       30 | 0.000557 | 0.730257 |
| 381600.000 | 383040.000 |       60 | 0.001115 | 0.731372 |
| 383040.000 | 384480.000 |       30 | 0.000557 | 0.731929 |
| 384480.000 | 385920.000 |       90 | 0.001672 | 0.733601 |
| 385920.000 | 387360.000 |      120 | 0.002229 | 0.735830 |
| 387360.000 | 388800.000 |      150 | 0.002787 | 0.738617 |
| 388800.000 | 390240.000 |      210 | 0.003901 | 0.742518 |
| 390240.000 | 391680.000 |      210 | 0.003901 | 0.746419 |
| 391680.000 | 393120.000 |      300 | 0.005573 | 0.751992 |
| 393120.000 | 394560.000 |      270 | 0.005016 | 0.757008 |
| 394560.000 | 396000.000 |      300 | 0.005573 | 0.762582 |
| 396000.000 | 397440.000 |      300 | 0.005573 | 0.768155 |
| 397440.000 | 398880.000 |      300 | 0.005573 | 0.773728 |
| 398880.000 | 400320.000 |      300 | 0.005573 | 0.779301 |
| 400320.000 | 401760.000 |      210 | 0.003901 | 0.783202 |
| 401760.000 | 403200.000 |      150 | 0.002787 | 0.785989 |
| 403200.000 | 404640.000 |      150 | 0.002787 | 0.788776 |
| 404640.000 | 406080.000 |      120 | 0.002229 | 0.791005 |
| 406080.000 | 407520.000 |       90 | 0.001672 | 0.792677 |
| 407520.000 | 408960.000 |       60 | 0.001115 | 0.793791 |
| 408960.000 | 410400.000 |       30 | 0.000557 | 0.794349 |
| 410400.000 | 411840.000 |       30 | 0.000557 | 0.794906 |
| 411840.000 | 413280.000 |       30 | 0.000557 | 0.795463 |
| 413280.000 | 414720.000 |       30 | 0.000557 | 0.796021 |
| 414720.000 | 416160.000 |       30 | 0.000557 | 0.796578 |
| 416160.000 | 417600.000 |       30 | 0.000557 | 0.797135 |
| 417600.000 | 419040.000 |       60 | 0.001115 | 0.798250 |
| 419040.000 | 420480.000 |       90 | 0.001672 | 0.799922 |
| 420480.000 | 421920.000 |       90 | 0.001672 | 0.801594 |
| 421920.000 | 423360.000 |      150 | 0.002787 | 0.804381 |
| 423360.000 | 424800.000 |      180 | 0.003344 | 0.807724 |
| 424800.000 | 426240.000 |      240 | 0.004459 | 0.812183 |
| 426240.000 | 427680.000 |      240 | 0.004459 | 0.816642 |
| 427680.000 | 429120.000 |      300 | 0.005573 | 0.822215 |
| 429120.000 | 430560.000 |      270 | 0.005016 | 0.827231 |
| 430560.000 | 432000.000 |      300 | 0.005573 | 0.832804 |
| 432000.000 | 433440.000 |      270 | 0.005016 | 0.837820 |
| 433440.000 | 434880.000 |      270 | 0.005016 | 0.842836 |
| 434880.000 | 436320.000 |      240 | 0.004459 | 0.847294 |
| 436320.000 | 437760.000 |      180 | 0.003344 | 0.850638 |
| 437760.000 | 439200.000 |      150 | 0.002787 | 0.853425 |
| 439200.000 | 440640.000 |      150 | 0.002787 | 0.856211 |
| 440640.000 | 442080.000 |       90 | 0.001672 | 0.857883 |
| 442080.000 | 443520.000 |       90 | 0.001672 | 0.859555 |
| 443520.000 | 444960.000 |       30 | 0.000557 | 0.860113 |
| 444960.000 | 446400.000 |       30 | 0.000557 | 0.860670 |
| 446400.000 | 447840.000 |       60 | 0.001115 | 0.861785 |
| 447840.000 | 449280.000 |        0 | 0.000000 | 0.861785 |
| 449280.000 | 450720.000 |       60 | 0.001115 | 0.862899 |
| 450720.000 | 452160.000 |       30 | 0.000557 | 0.863457 |
| 452160.000 | 453600.000 |       60 | 0.001115 | 0.864571 |
| 453600.000 | 455040.000 |       90 | 0.001672 | 0.866243 |
| 455040.000 | 456480.000 |       90 | 0.001672 | 0.867915 |
| 456480.000 | 457920.000 |      150 | 0.002787 | 0.870702 |
| 457920.000 | 459360.000 |      150 | 0.002787 | 0.873488 |
| 459360.000 | 460800.000 |      210 | 0.003901 | 0.877390 |
| 460800.000 | 462240.000 |      270 | 0.005016 | 0.882405 |
| 462240.000 | 463680.000 |      240 | 0.004459 | 0.886864 |
| 463680.000 | 465120.000 |      270 | 0.005016 | 0.891880 |
| 465120.000 | 466560.000 |      270 | 0.005016 | 0.896896 |
| 466560.000 | 468000.000 |      270 | 0.005016 | 0.901912 |
| 468000.000 | 469440.000 |      270 | 0.005016 | 0.906927 |
| 469440.000 | 470880.000 |      240 | 0.004459 | 0.911386 |
| 470880.000 | 472320.000 |      240 | 0.004459 | 0.915845 |
| 472320.000 | 473760.000 |      150 | 0.002787 | 0.918631 |
| 473760.000 | 475200.000 |      120 | 0.002229 | 0.920861 |
| 475200.000 | 476640.000 |      120 | 0.002229 | 0.923090 |
| 476640.000 | 478080.000 |       90 | 0.001672 | 0.924762 |
| 478080.000 | 479520.000 |       60 | 0.001115 | 0.925876 |
| 479520.000 | 480960.000 |       60 | 0.001115 | 0.926991 |
| 480960.000 | 482400.000 |       30 | 0.000557 | 0.927548 |
| 482400.000 | 483840.000 |       30 | 0.000557 | 0.928106 |
| 483840.000 | 485280.000 |       30 | 0.000557 | 0.928663 |
| 485280.000 | 486720.000 |       60 | 0.001115 | 0.929778 |
| 486720.000 | 488160.000 |       60 | 0.001115 | 0.930892 |
| 488160.000 | 489600.000 |       60 | 0.001115 | 0.932007 |
| 489600.000 | 491040.000 |       90 | 0.001672 | 0.933679 |
| 491040.000 | 492480.000 |      150 | 0.002787 | 0.936465 |
| 492480.000 | 493920.000 |      180 | 0.003344 | 0.939809 |
| 493920.000 | 495360.000 |      210 | 0.003901 | 0.943711 |
| 495360.000 | 496800.000 |      210 | 0.003901 | 0.947612 |
